Timestamp,Hospital_ID,Ambulance_Arrivals,Ambulance_Handover_Delay,Patient_Waiting_Time_Minutes,A&E_Bed_Occupancy,Patient_Severity_Score,Staff_Levels,Overcrowding_Event,Hour,DayOfWeek,Month
2025-01-01 00:00:00,Manchester Royal,16,5.0,165,0.13852813852813853,4,26.0,False,0,2,1
2025-01-01 00:00:00,Royal London,18,5.0,76,0.14285714285714285,9,25.0,False,0,2,1
2025-01-01 00:00:00,St Thomas,12,5.0,95,0.11428571428571428,6,22.0,False,0,2,1
2025-01-01 01:00:00,Manchester Royal,11,5.0,183,0.23376623376623376,4,25.0,False,1,2,1
2025-01-01 01:00:00,Royal London,14,5.0,137,0.25396825396825395,6,26.0,False,1,2,1
2025-01-01 01:00:00,St Thomas,7,5.0,107,0.18095238095238095,6,24.0,False,1,2,1
2025-01-01 02:00:00,Manchester Royal,13,5.0,125,0.3463203463203463,6,27.0,False,2,2,1
2025-01-01 02:00:00,Royal London,16,5.0,185,0.38095238095238093,5,26.0,False,2,2,1
2025-01-01 02:00:00,St Thomas,9,5.0,240,0.26666666666666666,3,23.0,False,2,2,1
2025-01-01 03:00:00,Manchester Royal,6,5.0,114,0.2597402597402597,7,25.0,False,3,2,1
2025-01-01 03:00:00,Royal London,14,5.0,238,0.49206349206349204,4,26.0,False,3,2,1
2025-01-01 03:00:00,St Thomas,13,5.0,137,0.3904761904761905,6,22.0,False,3,2,1
2025-01-01 04:00:00,Manchester Royal,12,5.0,143,0.2683982683982684,5,25.0,False,4,2,1
2025-01-01 04:00:00,Royal London,12,5.0,480,0.5873015873015873,2,25.0,False,4,2,1
2025-01-01 04:00:00,St Thomas,13,5.0,244,0.3142857142857143,3,24.0,False,4,2,1
2025-01-01 05:00:00,Manchester Royal,11,16.39362968882144,267,0.36363636363636365,4,26.0,False,5,2,1
2025-01-01 05:00:00,Royal London,7,71.17619869923001,303,0.5317460317460317,4,27.0,False,5,2,1
2025-01-01 05:00:00,St Thomas,7,88.84002917683087,263,0.3142857142857143,4,22.0,False,5,2,1
2025-01-01 06:00:00,Manchester Royal,7,16.39362968882144,367,0.3116883116883117,3,25.0,False,6,2,1
2025-01-01 06:00:00,Royal London,10,71.17619869923001,241,0.2777777777777778,4,25.0,False,6,2,1
2025-01-01 06:00:00,St Thomas,11,88.84002917683087,188,0.29523809523809524,5,23.0,False,6,2,1
2025-01-01 07:00:00,Manchester Royal,9,16.39362968882144,100,0.38961038961038963,7,19.0,False,7,2,1
2025-01-01 07:00:00,Royal London,21,71.17619869923001,67,0.30158730158730157,8,23.0,False,7,2,1
2025-01-01 07:00:00,St Thomas,9,88.84002917683087,130,0.2571428571428571,4,19.0,False,7,2,1
2025-01-01 08:00:00,Manchester Royal,7,16.39362968882144,93,0.13852813852813853,4,32.0,False,8,2,1
2025-01-01 08:00:00,Royal London,12,71.17619869923001,218,0.3412698412698413,2,33.0,False,8,2,1
2025-01-01 08:00:00,St Thomas,12,88.84002917683087,90,0.3047619047619048,6,29.0,False,8,2,1
2025-01-01 09:00:00,Manchester Royal,11,37.39424485345121,97,0.23376623376623376,4,40.0,False,9,2,1
2025-01-01 09:00:00,Royal London,12,38.194805584689696,61,0.35714285714285715,7,41.0,False,9,2,1
