Timestamp,Hospital_ID,Ambulance_Arrivals,Ambulance_Handover_Delay,Patient_Waiting_Time_Minutes,A&E_Bed_Occupancy,Patient_Severity_Score,Staff_Levels,Overcrowding_Event,Hour,DayOfWeek,Month
2025-01-01 00:00:00,Manchester Royal,10,12.976143704352411,38,0.09090909090909091,4,29.0,False,0,2,1
2025-01-01 00:00:00,Royal London,11,12.59711370442546,56,0.09166666666666666,2,32.0,False,0,2,1
2025-01-01 00:00:00,St Thomas,15,16.469042052652206,27,0.15,5,26.0,False,0,2,1
2025-01-01 01:00:00,Manchester Royal,13,11.985208442510316,45,0.20909090909090908,4,24.0,False,1,2,1
2025-01-01 01:00:00,Royal London,7,21.518286776052733,48,0.15,3,30.0,False,1,2,1
2025-01-01 01:00:00,St Thomas,14,27.428426390490333,40,0.29,5,25.0,False,1,2,1
2025-01-01 02:00:00,Manchester Royal,5,13.961061744971927,36,0.2545454545454545,5,30.0,False,2,2,1
2025-01-01 02:00:00,Royal London,15,16.438717597730008,48,0.18333333333333332,5,30.0,False,2,2,1
2025-01-01 02:00:00,St Thomas,12,12.870172703215461,119,0.41,2,27.0,False,2,2,1
2025-01-01 03:00:00,Manchester Royal,14,18.219308709353108,44,0.2909090909090909,5,27.0,False,3,2,1
2025-01-01 03:00:00,Royal London,13,22.010994305190778,68,0.23333333333333334,3,28.0,False,3,2,1
2025-01-01 03:00:00,St Thomas,16,20.473810686511815,87,0.57,5,25.0,False,3,2,1
2025-01-01 04:00:00,Manchester Royal,9,15.293028479279677,79,0.2545454545454545,3,27.0,False,4,2,1
2025-01-01 04:00:00,Royal London,7,23.664680900404452,65,0.2916666666666667,4,29.0,False,4,2,1
2025-01-01 04:00:00,St Thomas,13,14.71494180996003,247,0.43,1,27.0,False,4,2,1
2025-01-01 05:00:00,Manchester Royal,10,16.42325072492904,41,0.34545454545454546,5,29.0,False,5,2,1
2025-01-01 05:00:00,Royal London,8,10.080244206745055,34,0.25,6,29.0,False,5,2,1
2025-01-01 05:00:00,St Thomas,8,20.469644911167844,159,0.37,2,24.0,False,5,2,1
2025-01-01 06:00:00,Manchester Royal,11,14.3756386636173,82,0.3181818181818182,3,29.0,False,6,2,1
2025-01-01 06:00:00,Royal London,12,11.604432897991083,66,0.225,5,29.0,False,6,2,1
2025-01-01 06:00:00,St Thomas,10,15.106456295835956,103,0.34,3,26.0,False,6,2,1
2025-01-01 07:00:00,Manchester Royal,11,13.06724689492273,231,0.2909090909090909,1,22.0,False,7,2,1
2025-01-01 07:00:00,Royal London,5,16.16831168858357,76,0.20833333333333334,4,22.0,False,7,2,1
2025-01-01 07:00:00,St Thomas,9,23.903722996182907,59,0.19,3,21.0,False,7,2,1
