Timestamp,Hospital_ID,Ambulance_Arrivals,Ambulance_Handover_Delay,Patient_Waiting_Time_Minutes,A&E_Bed_Occupancy,Patient_Severity_Score,Staff_Levels,Overcrowding_Event,Hour,DayOfWeek,Month
2025-01-01 00:00:00,Manchester Royal,16,13.625558415578105,58,0.14545454545454545,3,30.0,False,0,2,1
2025-01-01 00:00:00,Royal London,15,21.461328234386485,28,0.125,7,30.0,False,0,2,1
2025-01-01 00:00:00,St Thomas,10,21.79539072324841,31,0.1,5,25.0,False,0,2,1
2025-01-01 01:00:00,Manchester Royal,8,15.979987960941981,37,0.21818181818181817,5,28.0,False,1,2,1
2025-01-01 01:00:00,Royal London,8,15.897147298771177,47,0.19166666666666668,4,30.0,False,1,2,1
2025-01-01 01:00:00,St Thomas,7,25.57891163052338,29,0.17,5,26.0,False,1,2,1
2025-01-01 02:00:00,Manchester Royal,13,18.53430318858957,76,0.19090909090909092,2,30.0,False,2,2,1
2025-01-01 02:00:00,Royal London,15,14.49333309857692,54,0.31666666666666665,4,29.0,False,2,2,1
2025-01-01 02:00:00,St Thomas,14,10.157713975992488,26,0.31,8,26.0,False,2,2,1
2025-01-01 03:00:00,Manchester Royal,12,12.66636153913858,52,0.3,4,28.0,False,3,2,1
2025-01-01 03:00:00,Royal London,15,28.49694743034912,75,0.44166666666666665,4,30.0,False,3,2,1
2025-01-01 03:00:00,St Thomas,17,13.138934704169662,98,0.48,3,26.0,False,3,2,1
2025-01-01 04:00:00,Manchester Royal,14,13.089846597043648,55,0.3090909090909091,4,29.0,False,4,2,1
2025-01-01 04:00:00,Royal London,8,16.9922992263331,94,0.44166666666666665,3,29.0,False,4,2,1
2025-01-01 04:00:00,St Thomas,6,18.844301208652436,78,0.44,5,25.0,False,4,2,1
2025-01-01 05:00:00,Manchester Royal,8,17.49862918022781,40,0.3090909090909091,6,28.0,False,5,2,1
2025-01-01 05:00:00,Royal London,6,19.50446170649514,26,0.24166666666666667,7,30.0,False,5,2,1
2025-01-01 05:00:00,St Thomas,10,16.464692461053428,43,0.3,5,26.0,False,5,2,1
2025-01-01 06:00:00,Manchester Royal,14,23.823376998405298,43,0.32727272727272727,6,27.0,False,6,2,1
2025-01-01 06:00:00,Royal London,18,12.63101454634086,53,0.2,3,31.0,False,6,2,1
2025-01-01 06:00:00,St Thomas,7,24.667169351954694,61,0.37,4,25.0,False,6,2,1
2025-01-01 07:00:00,Manchester Royal,17,9.012907584443388,82,0.35454545454545455,3,24.0,False,7,2,1
2025-01-01 07:00:00,Royal London,13,18.006732732616413,69,0.30833333333333335,4,25.0,False,7,2,1
2025-01-01 07:00:00,St Thomas,9,22.70246486258104,87,0.46,4,19.0,False,7,2,1
2025-01-01 08:00:00,Manchester Royal,7,14.028715532851175,55,0.41818181818181815,4,32.0,False,8,2,1
2025-01-01 08:00:00,Royal London,13,11.684823416069912,90,0.26666666666666666,2,35.0,False,8,2,1
2025-01-01 08:00:00,St Thomas,12,13.92362721923779,53,0.38,4,30.0,False,8,2,1
2025-01-01 09:00:00,Manchester Royal,11,14.449452967234977,30,0.2909090909090909,9,40.0,False,9,2,1
2025-01-01 09:00:00,Royal London,15,14.70803628928406,77,0.39166666666666666,3,43.0,False,9,2,1
2025-01-01 09:00:00,St Thomas,8,18.008783829369644,49,0.29,3,41.0,False,9,2,1
2025-01-01 10:00:00,Manchester Royal,22,12.453660502271001,49,0.36363636363636365,4,43.0,False,10,2,1
2025-01-01 10:00:00,Royal London,22,11.792922244240657,82,0.30833333333333335,2,44.0,False,10,2,1
2025-01-01 10:00:00,St Thomas,16,6.415952391421389,82,0.36,2,42.0,False,10,2,1
2025-01-01 11:00:00,Manchester Royal,20,5.0,48,0.4818181818181818,4,45.0,False,11,2,1
2025-01-01 11:00:00,Royal London,19,16.43338039651252,85,0.3416666666666667,2,47.0,False,11,2,1
2025-01-01 11:00:00,St Thomas,18,8.654861964948433,37,0.34,4,44.0,False,11,2,1
2025-01-01 12:00:00,Manchester Royal,11,13.608054349406132,83,0.5818181818181818,3,41.0,False,12,2,1
2025-01-01 12:00:00,Royal London,17,9.246833680521162,56,0.3,3,44.0,False,12,2,1
2025-01-01 12:00:00,St Thomas,16,6.5925609524678865,29,0.34,7,41.0,False,12,2,1
2025-01-01 13:00:00,Manchester Royal,15,12.447666474496177,51,0.5181818181818182,4,43.0,False,13,2,1
2025-01-01 13:00:00,Royal London,21,9.00946172290599,29,0.31666666666666665,5,42.0,False,13,2,1
2025-01-01 13:00:00,St Thomas,10,10.48342629539655,44,0.44,9,41.0,False,13,2,1
2025-01-01 14:00:00,Manchester Royal,17,14.040323112551446,84,0.39090909090909093,4,44.0,False,14,2,1
2025-01-01 14:00:00,Royal London,18,14.712916777093326,50,0.325,4,49.0,False,14,2,1
2025-01-01 14:00:00,St Thomas,14,13.365118600349295,55,0.4,4,42.0,False,14,2,1
2025-01-01 15:00:00,Manchester Royal,26,15.861046118217297,49,0.6272727272727273,5,43.0,False,15,2,1
2025-01-01 15:00:00,Royal London,17,6.699658203181224,43,0.4666666666666667,7,41.0,False,15,2,1
2025-01-01 15:00:00,St Thomas,15,16.873596144969454,223,0.55,1,37.0,False,15,2,1
2025-01-01 16:00:00,Manchester Royal,18,14.566789719818416,43,0.5545454545454546,5,44.0,False,16,2,1
2025-01-01 16:00:00,Royal London,12,12.745639173995544,67,0.5666666666666667,4,43.0,False,16,2,1
2025-01-01 16:00:00,St Thomas,15,11.028164988842796,69,0.7,4,42.0,False,16,2,1
2025-01-01 17:00:00,Manchester Royal,20,13.916435934479402,28,0.5818181818181818,8,44.0,False,17,2,1
2025-01-01 17:00:00,Royal London,17,7.491287636119927,40,0.38333333333333336,4,44.0,False,17,2,1
2025-01-01 17:00:00,St Thomas,24,13.665693335426141,46,0.49,5,41.0,False,17,2,1
2025-01-01 18:00:00,Manchester Royal,21,18.055676678920502,71,0.7727272727272727,4,42.0,False,18,2,1
2025-01-01 18:00:00,Royal London,19,5.0,41,0.5416666666666666,5,46.0,False,18,2,1
2025-01-01 18:00:00,St Thomas,20,8.507989283148131,248,0.69,1,42.0,False,18,2,1
2025-01-01 19:00:00,Manchester Royal,14,19.600657936188487,154,0.6636363636363637,2,38.0,False,19,2,1
2025-01-01 19:00:00,Royal London,24,12.549737708788834,61,0.6416666666666667,5,37.0,False,19,2,1
2025-01-01 19:00:00,St Thomas,14,24.04038055021809,77,0.68,6,30.0,False,19,2,1
2025-01-01 20:00:00,Manchester Royal,12,24.624405549216466,360,0.6090909090909091,1,23.0,False,20,2,1
2025-01-01 20:00:00,Royal London,15,15.046160703622808,85,0.48333333333333334,4,23.0,False,20,2,1
2025-01-01 20:00:00,St Thomas,21,23.970083061776315,109,0.59,4,20.0,False,20,2,1
2025-01-01 21:00:00,Manchester Royal,13,28.477989342886275,108,0.4090909090909091,3,27.0,False,21,2,1
2025-01-01 21:00:00,Royal London,18,19.111619205637446,86,0.6333333333333333,4,31.0,False,21,2,1
2025-01-01 21:00:00,St Thomas,14,15.339252167511757,104,0.49,4,26.0,False,21,2,1
2025-01-01 22:00:00,Manchester Royal,12,13.135689447869469,91,0.4090909090909091,4,29.0,False,22,2,1
2025-01-01 22:00:00,Royal London,17,19.08398921448706,173,0.6166666666666667,2,30.0,False,22,2,1
2025-01-01 22:00:00,St Thomas,12,32.49936189842311,57,0.61,6,27.0,False,22,2,1
2025-01-01 23:00:00,Manchester Royal,9,21.009211343304045,23,0.19090909090909092,7,27.0,False,23,2,1
2025-01-01 23:00:00,Royal London,4,17.686513558415633,60,0.325,4,31.0,False,23,2,1
2025-01-01 23:00:00,St Thomas,17,8.564476164743384,58,0.43,5,24.0,False,23,2,1
2025-01-02 00:00:00,Manchester Royal,10,20.93961118294604,199,0.2818181818181818,1,26.0,False,0,3,1
2025-01-02 00:00:00,Royal London,14,21.66061871424774,73,0.15,2,30.0,False,0,3,1
2025-01-02 00:00:00,St Thomas,10,25.582608525874985,91,0.39,3,25.0,False,0,3,1
2025-01-02 01:00:00,Manchester Royal,11,13.525210203191765,34,0.2727272727272727,5,31.0,False,1,3,1
2025-01-02 01:00:00,Royal London,9,23.17795723148941,51,0.225,4,31.0,False,1,3,1
2025-01-02 01:00:00,St Thomas,14,16.22435238085454,74,0.53,4,25.0,False,1,3,1
2025-01-02 02:00:00,Manchester Royal,14,13.753906487510445,106,0.3090909090909091,2,30.0,False,2,3,1
2025-01-02 02:00:00,Royal London,14,21.04129297229512,70,0.19166666666666668,2,33.0,False,2,3,1
2025-01-02 02:00:00,St Thomas,7,19.768051766370313,81,0.38,3,26.0,False,2,3,1
2025-01-02 03:00:00,Manchester Royal,7,18.747740253758057,85,0.37272727272727274,3,30.0,False,3,3,1
2025-01-02 03:00:00,Royal London,15,20.17550372881946,47,0.31666666666666665,8,29.0,False,3,3,1
